character,defination
壤,<big><font color='#f00'>rǎng</font></big><br>• soil<br>• earth<br>
壩,<big><font color='#f00'>bà</font></big><br>• dam<br>• dike<br>• embankment<br>• CL:條|条[tiáo]<br>
士,<big><font color='#f00'>Shì</font></big><br>• surname Shi<br>
士,<big><font color='#f00'>shì</font></big><br>• member of the senior ministerial class (old)<br>• scholar (old)<br>• bachelor<br>• honorific<br>• soldier<br>• noncommissioned officer<br>• specialist worker<br>
壬,"<big><font color='#f00'>rén</font></big><br>• ninth of the ten Heavenly Stems 十天干[shí tiān gān]<br>• ninth in order<br>• letter 'I' or roman 'IX' in list 'A, B, C', or 'I, II, III' etc<br>• ancient Chinese compass point: 345°<br>• nona<br>"
壭,"<big><font color='#f00'>xx</font></big><br>• one of the characters used in kwukyel (phonetic 'san'), an ancient Korean writing system<br>"
壯,"<big><font color='#f00'>Zhuàng</font></big><br>• Zhuang ethnic group of Guangxi, the PRC's second most numerous ethnic group<br>"
壯,<big><font color='#f00'>zhuàng</font></big><br>• to strengthen<br>• strong<br>• robust<br>
壱,<big><font color='#f00'>yī</font></big><br>• Japanese variant of 壹[yī]<br>
売,<big><font color='#f00'>mài</font></big><br>• Japanese variant of 賣|卖[mài]<br>
壴,<big><font color='#f00'>Zhù</font></big><br>• surname Zhu<br>
壴,<big><font color='#f00'>zhù</font></big><br>• (archaic) drum<br>
壹,<big><font color='#f00'>yī</font></big><br>• one (banker's anti-fraud numeral)<br>
壺,<big><font color='#f00'>hú</font></big><br>• pot<br>• classifier for bottled liquid<br>
壻,<big><font color='#f00'>xù</font></big><br>• variant of 婿[xù]<br>
壼,<big><font color='#f00'>kǔn</font></big><br>• palace corridor<br>• fig. women's quarters<br>• women<br>
壽,<big><font color='#f00'>Shòu</font></big><br>• surname Shou<br>
壽,<big><font color='#f00'>shòu</font></big><br>• long life<br>• old age<br>• age<br>• life<br>• birthday<br>• funerary<br>
壿,<big><font color='#f00'>zūn</font></big><br>• goblet<br>• bottle<br>• wine-jar<br>
夀,<big><font color='#f00'>shòu</font></big><br>• old variant of 壽|寿[shòu]<br>
夂,<big><font color='#f00'>zhǐ</font></big><br>• 'walk slowly' component in Chinese characters<br>• see also 冬字頭|冬字头[dōng zì tóu]<br>
夅,<big><font color='#f00'>jiàng</font></big><br>• old variant of 降[jiàng]<br>
夅,<big><font color='#f00'>xiáng</font></big><br>• old variant of 降[xiáng]<br>
夆,<big><font color='#f00'>féng</font></big><br>• to butt (as horned animals)<br>
変,<big><font color='#f00'>biàn</font></big><br>• Japanese variant of 變|变[biàn]<br>
夊,<big><font color='#f00'>suī</font></big><br>• see 夂[zhǐ]<br>
夌,<big><font color='#f00'>líng</font></big><br>• to dawdle<br>• the name of the father of the Emperor Yao<br>
夏,<big><font color='#f00'>Xià</font></big><br>• the Xia or Hsia dynasty c. 2000 BC<br>• Xia of the Sixteen Kingdoms (407-432)<br>• surname Xia<br>
夏,<big><font color='#f00'>xià</font></big><br>• summer<br>
夓,<big><font color='#f00'>xià</font></big><br>• old variant of 夏[xià]<br>
夔,<big><font color='#f00'>Kuí</font></big><br>• one-legged mountain demon of Chinese mythology<br>• Chinese mythical figure who invented music and dancing<br>• Chinese rain god<br>• surname Kui<br>
夕,<big><font color='#f00'>xī</font></big><br>• dusk<br>• evening<br>• Taiwan pr. [xì]<br>
外,<big><font color='#f00'>wài</font></big><br>• outside<br>• in addition<br>• foreign<br>• external<br>
夗,<big><font color='#f00'>yuàn</font></big><br>• to turn over when asleep<br>
夘,<big><font color='#f00'>mǎo</font></big><br>• variant of 卯[mǎo]<br>
夙,<big><font color='#f00'>sù</font></big><br>• morning<br>• early<br>• long-held<br>• long-cherished<br>
多,<big><font color='#f00'>duō</font></big><br>• many<br>• much<br>• often<br>• a lot of<br>• numerous<br>• more<br>• in excess<br>• how (to what extent)<br>• multi-<br>• Taiwan pr. [duó] when it means 'how'<br>
夜,<big><font color='#f00'>yè</font></big><br>• night<br>
夠,<big><font color='#f00'>gòu</font></big><br>• enough (sufficient)<br>• enough (too much)<br>• (coll.) (before adj.) really<br>• (coll.) to reach by stretching out<br>
夢,"<big><font color='#f00'>mèng</font></big><br>• dream<br>• CL:場|场[cháng],個|个[gè]<br>"
夣,<big><font color='#f00'>mèng</font></big><br>• old variant of 夢|梦[mèng]<br>
夤,<big><font color='#f00'>yín</font></big><br>• late at night<br>
夥,<big><font color='#f00'>huǒ</font></big><br>• companion<br>• partner<br>• group<br>• classifier for groups of people<br>• to combine<br>• together<br>
夥,<big><font color='#f00'>huǒ</font></big><br>• many<br>• numerous<br>
大,<big><font color='#f00'>dà</font></big><br>• big<br>• huge<br>• large<br>• major<br>• great<br>• wide<br>• deep<br>• older (than)<br>• oldest<br>• eldest<br>• greatly<br>• very much<br>• (dialect) father<br>• father's elder or younger brother<br>
大,<big><font color='#f00'>dài</font></big><br>• see 大夫[dài fu]<br>
天,<big><font color='#f00'>tiān</font></big><br>• day<br>• sky<br>• heaven<br>
太,<big><font color='#f00'>tài</font></big><br>• highest<br>• greatest<br>• too (much)<br>• very<br>• extremely<br>
夫,<big><font color='#f00'>fū</font></big><br>• husband<br>• man<br>• manual worker<br>• conscripted laborer (old)<br>
夫,"<big><font color='#f00'>fú</font></big><br>• (classical) this, that<br>• he, she, they<br>• (exclamatory final particle)<br>• (initial particle, introduces an opinion)<br>"
夬,<big><font color='#f00'>guài</font></big><br>• decisive<br>
夭,<big><font color='#f00'>yāo</font></big><br>• tender<br>• gentle<br>• to die prematurely<br>
央,<big><font color='#f00'>yāng</font></big><br>• center<br>• end<br>• to beg<br>• to plead<br>
夯,<big><font color='#f00'>bèn</font></big><br>• variant of 笨[bèn]<br>
夯,<big><font color='#f00'>hāng</font></big><br>• to tamp<br>• (slang) popular<br>• hot<br>
失,<big><font color='#f00'>shī</font></big><br>• to lose<br>• to miss<br>• to fail<br>
夶,<big><font color='#f00'>bǐ</font></big><br>• old variant of 比[bǐ]<br>
夷,"<big><font color='#f00'>yí</font></big><br>• non-Han people, esp. to the East of China<br>• barbarians<br>• to wipe out<br>• to exterminate<br>• to tear down<br>• to raze<br>"
夸,<big><font color='#f00'>kuā</font></big><br>• see 夸克[kuā kè]<br>
夼,<big><font color='#f00'>kuǎng</font></big><br>• low ground<br>• hollow<br>• depression (used in Shandong place names)<br>
夾,<big><font color='#f00'>jiā</font></big><br>• to press from either side<br>• to place in between<br>• to sandwich<br>• to carry sth under armpit<br>• wedged between<br>• between<br>• to intersperse<br>• to mix<br>• to mingle<br>• clip<br>• folder<br>• Taiwan pr. [jiá]<br>
夾,<big><font color='#f00'>jiá</font></big><br>• double-layered<br>• lined (garment)<br>
夾,<big><font color='#f00'>jià</font></big><br>• Taiwan pr. used in 夾生|夹生[jiā shēng] and 夾竹桃|夹竹桃[jiā zhú táo]<br>
奄,<big><font color='#f00'>Yǎn</font></big><br>• surname Yan<br>
奄,<big><font color='#f00'>yān</font></big><br>• variant of 閹|阉[yān]<br>• to castrate<br>• variant of 淹[yān]<br>• to delay<br>
奄,<big><font color='#f00'>yǎn</font></big><br>• suddenly<br>• abruptly<br>• hastily<br>• to cover<br>• to surround<br>
奇,<big><font color='#f00'>jī</font></big><br>• odd (number)<br>
奇,<big><font color='#f00'>qí</font></big><br>• strange<br>• odd<br>• weird<br>• wonderful<br>• surprisingly<br>• unusually<br>
奈,<big><font color='#f00'>nài</font></big><br>• how can one help<br>
奉,"<big><font color='#f00'>fèng</font></big><br>• to offer (tribute)<br>• to present respectfully (to superior, ancestor, deity etc)<br>• to esteem<br>• to revere<br>• to believe in (a religion)<br>• to wait upon<br>• to accept orders (from superior)<br>"
奌,<big><font color='#f00'>diǎn</font></big><br>• variant of 點|点[diǎn]<br>
奎,<big><font color='#f00'>kuí</font></big><br>• crotch<br>• 15th of the 28th constellations of Chinese astronomy<br>
奏,<big><font color='#f00'>zòu</font></big><br>• to play music<br>• to achieve<br>• to present a memorial to the emperor (old)<br>
奐,<big><font color='#f00'>Huàn</font></big><br>• surname Huan<br>
奐,<big><font color='#f00'>huàn</font></big><br>• excellent<br>
契,<big><font color='#f00'>qì</font></big><br>• to carve<br>• carved words<br>• to agree<br>• a contract<br>• a deed<br>
奓,<big><font color='#f00'>chǐ</font></big><br>• old variant of 侈[chǐ]<br>
奓,<big><font color='#f00'>shē</font></big><br>• old variant of 奢[shē]<br>
奓,<big><font color='#f00'>zhà</font></big><br>• to open<br>• to spread<br>
奔,<big><font color='#f00'>bēn</font></big><br>• to hurry<br>• to rush<br>• to run quickly<br>• to elope<br>
奔,<big><font color='#f00'>bèn</font></big><br>• to go to<br>• to head for<br>• towards<br>
奕,<big><font color='#f00'>yì</font></big><br>• abundant<br>• graceful<br>
套,"<big><font color='#f00'>tào</font></big><br>• to cover<br>• to encase<br>• cover<br>• sheath<br>• to overlap<br>• to interleave<br>• to model after<br>• to copy<br>• formula<br>• harness<br>• loop of rope<br>• (fig.) to fish for<br>• to obtain slyly<br>• classifier for sets, collections<br>• bend (of a river or mountain range, in place names)<br>• tau (Greek letter Ττ)<br>"
奘,<big><font color='#f00'>zàng</font></big><br>• great<br>
奘,<big><font color='#f00'>zhuǎng</font></big><br>• fat<br>• stout<br>
奚,<big><font color='#f00'>Xī</font></big><br>• surname Xi<br>
奚,<big><font color='#f00'>xī</font></big><br>• (literary) what?<br>• where?<br>• why?<br>
奜,<big><font color='#f00'>fěi</font></big><br>• big<br>
奠,<big><font color='#f00'>diàn</font></big><br>• to fix<br>• to settle<br>• a libation to the dead<br>
奡,<big><font color='#f00'>ào</font></big><br>• haughty<br>• vigorous<br>
奢,<big><font color='#f00'>shē</font></big><br>• extravagant<br>
奣,<big><font color='#f00'>wěng</font></big><br>• clear and cloudless sky<br>
奧,<big><font color='#f00'>Aò</font></big><br>• Austria<br>• Austrian<br>• abbr. for 奧地利|奥地利[Aò dì lì]<br>• Olympic<br>• Olympics<br>• abbr. for 奧林匹克|奥林匹克[Aò lín pǐ kè]<br>
奧,<big><font color='#f00'>ào</font></big><br>• obscure<br>• mysterious<br>
奨,<big><font color='#f00'>jiǎng</font></big><br>• Japanese variant of 獎|奖[jiǎng]<br>
奩,<big><font color='#f00'>lián</font></big><br>• bridal trousseau<br>
奪,<big><font color='#f00'>duó</font></big><br>• to seize<br>• to take away forcibly<br>• to wrest control of<br>• to compete or strive for<br>• to force one's way through<br>• to leave out<br>• to lose<br>
奫,<big><font color='#f00'>yūn</font></big><br>• deep and broad (expanse of water)<br>• abyss<br>
奬,<big><font color='#f00'>jiǎng</font></big><br>• variant of 獎|奖[jiǎng]<br>
奭,<big><font color='#f00'>Shì</font></big><br>• surname Shi<br>
奭,<big><font color='#f00'>shì</font></big><br>• majestic manner<br>• red<br>• angry<br>
奮,<big><font color='#f00'>fèn</font></big><br>• to exert oneself (bound form)<br>
奰,<big><font color='#f00'>bì</font></big><br>• anger<br>
女,<big><font color='#f00'>nu:3</font></big><br>• female<br>• woman<br>• daughter<br>
女,<big><font color='#f00'>rǔ</font></big><br>• archaic variant of 汝[rǔ]<br>
奴,<big><font color='#f00'>nú</font></big><br>• slave<br>
奶,<big><font color='#f00'>nǎi</font></big><br>• breast<br>• milk<br>• to breastfeed<br>
奸,<big><font color='#f00'>jiān</font></big><br>• wicked<br>• crafty<br>• traitor<br>• variant of 姦|奸[jiān]<br>
她,<big><font color='#f00'>tā</font></big><br>• she<br>
奼,<big><font color='#f00'>chà</font></big><br>• beautiful<br>• see 奼紫嫣紅|姹紫嫣红[chà zǐ yān hóng]<br>
好,<big><font color='#f00'>hǎo</font></big><br>• good<br>• well<br>• proper<br>• good to<br>• easy to<br>• very<br>• so<br>• (suffix indicating completion or readiness)<br>• (of two people) close<br>• on intimate terms<br>• (after a personal pronoun) hello<br>
好,<big><font color='#f00'>hào</font></big><br>• to be fond of<br>• to have a tendency to<br>• to be prone to<br>
妁,<big><font color='#f00'>Shuò</font></big><br>• surname Suo<br>
妁,<big><font color='#f00'>shuò</font></big><br>• matchmaker<br>• see 媒妁[méi shuò]<br>
如,<big><font color='#f00'>rú</font></big><br>• as<br>• as if<br>• such as<br>
妃,<big><font color='#f00'>fēi</font></big><br>• imperial concubine<br>
妄,<big><font color='#f00'>wàng</font></big><br>• absurd<br>• fantastic<br>• presumptuous<br>• rash<br>
妅,<big><font color='#f00'>hóng</font></big><br>• old variant of 娂[hóng]<br>
妉,<big><font color='#f00'>dān</font></big><br>• old variant of 媅[dān]<br>
妊,<big><font color='#f00'>rèn</font></big><br>• pregnant<br>• pregnancy<br>
妍,<big><font color='#f00'>yán</font></big><br>• beautiful<br>
妏,<big><font color='#f00'>wèn</font></big><br>• (used in female names)<br>
妒,"<big><font color='#f00'>dù</font></big><br>• to envy (success, talent)<br>• jealous<br>"
妓,<big><font color='#f00'>jì</font></big><br>• prostitute<br>
妖,<big><font color='#f00'>yāo</font></big><br>• goblin<br>• witch<br>• devil<br>• bewitching<br>• enchanting<br>• monster<br>• phantom<br>• demon<br>
妗,<big><font color='#f00'>jìn</font></big><br>• wife of mother's brother<br>
妙,<big><font color='#f00'>miào</font></big><br>• clever<br>• wonderful<br>
妚,<big><font color='#f00'>pēi</font></big><br>• variant of 胚[pēi]<br>• embryo<br>
妝,<big><font color='#f00'>zhuāng</font></big><br>• (of a woman) to adorn oneself<br>• makeup<br>• adornment<br>• trousseau<br>• stage makeup and costume<br>
妞,<big><font color='#f00'>niū</font></big><br>• girl<br>
妣,<big><font color='#f00'>bǐ</font></big><br>• deceased mother<br>
妤,<big><font color='#f00'>yú</font></big><br>• handsome<br>• fair<br>
妥,<big><font color='#f00'>tuǒ</font></big><br>• suitable<br>• adequate<br>• ready<br>• settled<br>
妨,<big><font color='#f00'>fáng</font></big><br>• to hinder<br>• (in the negative or interrogative) (no) harm<br>• (what) harm<br>
妬,<big><font color='#f00'>dù</font></big><br>• variant of 妒[dù]<br>
妮,<big><font color='#f00'>nī</font></big><br>• girl<br>• phonetic 'ni' (in female names)<br>• Taiwan pr. [ní]<br>
妯,<big><font color='#f00'>zhóu</font></big><br>• see 妯娌[zhóu li]<br>
妲,<big><font color='#f00'>Dá</font></big><br>• female personal name (archaic)<br>
