character,defination
狃,<font color='#f00'>ㄋㄧㄡˇ</font><br/>[動]<br/>• 習慣、安於。<br/>• 拘泥、因襲。<br/>• 貪、貪圖。<br/>
狄,<font color='#f00'>ㄉㄧˊ</font><br/>[名]<br/>• 中國古代北方的民族。因主要居住在北方，故通稱為「北狄」。秦、漢以後成為中原對北方各族的泛稱。<br/>• 姓。如唐代有狄仁傑。<br/>
狉,<font color='#f00'>ㄆㄧ</font><br/>[名]<br/>• 狸子。<br/>[副]<br/>• 參見「狉狉」條。<br/>
狋,<font color='#f00'>ㄧˊ</font><br/>[形]<br/>• 犬怒的樣子。<br/>
狌,<font color='#f00'>ㄕㄥ / ㄒㄧㄥ</font><br/>[名]<br/>• 鼬鼠。江東人稱為「鼪」。<br/><font color='#f00'>ㄒㄧㄥ</font><br/>• 同「猩」。參見「猩猩」條。<br/>
狎,<font color='#f00'>ㄒㄧㄚˊ</font><br/>[動]<br/>• 親近。<br/>• 熟習、習慣。<br/>• 輕慢、輕忽。<br/>• 戲弄、嬉戲。<br/>
狐,<font color='#f00'>ㄏㄨˊ</font><br/>[名]<br/>• 動物名。食肉目犬科。似犬而小，體瘦，面部較長。吻尖突，耳朵三角形。尾大而長，毛多為赤黃色。性聰明敏感，令人覺得狡猾。喜食野鼠、鳥類、家禽等，皮可製裘。常見的種類如赤狐、銀狐、北非小狐等。<br/>• 姓。如春秋時晉國有狐偃，明代有狐忠。<br/>
狒,<font color='#f00'>ㄈㄟˋ</font><br/>• 參見「狒狒」條。<br/>
狖,<font color='#f00'>ㄧㄡˋ</font><br/>[名]<br/>• 黑色的長尾猴。<br/>
狗,<font color='#f00'>ㄍㄡˇ</font><br/>[名]<br/>• 食肉犬科動物的通稱。種類很多，嗅覺和聽覺都很靈敏，可訓練來追蹤、守衛、導盲、救生或飼為寵物，且性忠誠，為人類之友。<br/>• 姓。如漢代有狗未央。<br/>[動]<br/>• 諂媚奉承。<br/>
狙,<font color='#f00'>ㄐㄩ</font><br/>[名]<br/>• 獼猴屬動物的泛稱。體色灰或褐色，臉及臀部呈紅或粉紅色。雄獼猴的牙齒長而尖銳，是主要武器。生活在樹上與地上。以果實、穀物、昆蟲及蔬菜為食。<br/>[形]<br/>• 狡猾、奸詐。<br/>[動]<br/>• 伺機、窺伺。<br/>
狟,<font color='#f00'>ㄏㄨㄢˊ</font><br/>[名]<br/>• 大狗。<br/>
狠,<font color='#f00'>ㄏㄣˇ</font><br/>[動]<br/>• 忍住痛苦，下定決心。<br/>[形]<br/>• 凶惡、殘忍。<br/>
狡,<font color='#f00'>ㄐㄧㄠˇ</font><br/>[形]<br/>• 奸詐。<br/>• 殘暴、凶猛。<br/>• 貌美而無實才實德。<br/>• 急速、急促。<br/>
狧,<font color='#f00'>ㄊㄚˋ</font><br/>[動]<br/>• 狗以舌舔吃東西。<br/>
狨,<font color='#f00'>ㄖㄨㄥˊ</font><br/>[名]<br/>• 細布。<br/>• 動物名。脊椎動物門哺乳綱靈長目猿科。體型矮小，被黃色的絲狀軟毛，耳上有白色長叢毛。頭圓，尾長，通常棲於樹上，類似松鼠。<br/>
狩,<font color='#f00'>ㄕㄡˋ</font><br/>[動]<br/>• 打獵。<br/>• 參見「巡狩」條。<br/>
狫,<font color='#f00'>ㄌㄠˇ</font><br/>• 參見「犵狫族」條。<br/>
狳,<font color='#f00'>ㄩˊ</font><br/>• 參見「犰狳」條。<br/>
狴,<font color='#f00'>ㄅㄧˋ</font><br/>• 參見「狴犴」條。<br/>
狶,<font color='#f00'>ㄒㄧ</font><br/>[名]<br/>• 豬。<br/>
狷,<font color='#f00'>ㄐㄩㄢˋ</font><br/>[形]<br/>• 急躁。<br/>• 清高、正直不阿。<br/>
狸,<font color='#f00'>ㄌㄧˊ</font><br/>[名]<br/>• 同「貍」。<br/>
狹,<font color='#f00'>ㄒㄧㄚˊ</font><br/>[形]<br/>• 窄小、不寬廣。<br/>• 小、少。<br/>
狺,<font color='#f00'>ㄧㄣˊ</font><br/>• 參見「狺狺」條。<br/>
狻,<font color='#f00'>ㄙㄨㄢ</font><br/>• 參見「狻猊」條。<br/>
狼,<font color='#f00'>ㄌㄤˊ</font><br/>[名]<br/>• 動物名。哺乳綱食肉目犬科。形狀似犬，毛為青灰色，頭銳喙尖，後腳稍短。嗅覺靈敏，聽覺佳。性凶狠狡猾，晝伏夜出，會襲擊人畜。<br/>• 忠國古代的少數民族之一。約聚集在大陸地區廣東、廣西兩省的交界處。<br/>• 星名。即天狼星。<br/>• 姓。如春秋時晉國有狼瞫。<br/>
狽,<font color='#f00'>ㄅㄟˋ</font><br/>[名]<br/>• 傳說中的一種狼屬野獸。前腳很短，與狼相附而行。參見「狼狽」條。<br/>
猀,<font color='#f00'>ㄕㄚ</font><br/>[名]<br/>• 中國古代南方少數民族之一。多分布在大陸地區廣西一帶。<br/>
猁,<font color='#f00'>ㄌㄧˋ</font><br/>• 參見「猞猁孫」條。<br/>
猇,<font color='#f00'>ㄒㄧㄠ</font><br/>[狀]<br/>• 形容老虎的吼聲。<br/>[形]<br/>• 粗俗、粗野。<br/>
猊,<font color='#f00'>ㄋㄧˊ</font><br/>• 參見「狻猊」條。<br/>
猋,<font color='#f00'>ㄅㄧㄠ</font><br/>[形]<br/>• 犬急奔。<br/>[副]<br/>• 迅急前往。<br/>[名]<br/>• 暴風。<br/>
猍,<font color='#f00'>ㄌㄞˊ</font><br/>[名]<br/>• 中國少數民族之一，散布於大陸地區廣西省西隆縣。<br/>
猒,<font color='#f00'>ㄧㄢˋ</font><br/>[動]<br/>• 飽、滿足。<br/>• 厭惡。<br/>• 欺瞞。<br/>
猓,<font color='#f00'>ㄍㄨㄛˇ</font><br/>• 參見「猓玀」、「猓猓」等條。<br/>
猖,<font color='#f00'>ㄔㄤ</font><br/>[形]<br/>• 狂妄橫行、不加約束。<br/>
猗,<font color='#f00'>ㄧ / ㄜˇ / ㄧˇ</font><br/>[形]<br/>• 美好盛大的樣子。<br/>[助]<br/>• 語尾助詞，無義。<br/>[歎]<br/>• 表示讚美的意思。相當於「啊」。<br/>[名]<br/>• 姓。如春秋時魯有猗頓。<br/><font color='#f00'>ㄜˇ</font><br/>• 參見「猗儺」條。<br/><font color='#f00'>ㄧˇ</font><br/>[動]<br/>• 加。<br/>• 依靠。<br/>• 束而採之。<br/>
猘,<font color='#f00'>ㄓˋ</font><br/>[形]<br/>• 發狂的。<br/>[名]<br/>• 凶狠、蠻橫。<br/>
猙,<font color='#f00'>ㄓㄥ</font><br/>• 參見「猙獰」條。<br/>
猛,<font color='#f00'>ㄇㄥˇ</font><br/>[形]<br/>• 勇敢、勇武。<br/>• 凶惡、凶暴。<br/>• 劇烈、強烈。<br/>[副]<br/>• 急遽、急速。<br/>• 忽然、突然。<br/>[名]<br/>• 姓。如春秋時宋有猛獲。<br/>
猜,<font color='#f00'>ㄘㄞ</font><br/>[動]<br/>• 懷疑、起疑心。<br/>• 推測、想像。<br/>[名]<br/>• 忌疑、妒恨之心。<br/>
猝,<font color='#f00'>ㄘㄨˋ</font><br/>[副]<br/>• 突然。<br/>
猞,<font color='#f00'>ㄕㄜˋ</font><br/>• 參見「猞猁孫」條。<br/>
猢,<font color='#f00'>ㄏㄨˊ</font><br/>• 參見「猢猻」條。<br/>
猥,<font color='#f00'>ㄨㄟˇ</font><br/>[形]<br/>• 眾多。<br/>• 龐雜、混亂。<br/>• 鄙陋、微賤。<br/>[副]<br/>• 忽然。<br/>[動]<br/>• 累積。<br/>
猧,<font color='#f00'>ㄨㄛ</font><br/>[名]<br/>• 小狗。<br/>
猨,• 「猿」的異體字。<br/>
猩,<font color='#f00'>ㄒㄧㄥ</font><br/>[名]<br/>• 參見「猩猩」條。<br/>[形]<br/>• 色紅如猩血。<br/>
猪,• 「豬」的異體字。<br/>
猫,• 「貓」的異體字。<br/>
猬,• 「蝟」的異體字。<br/>
猰,<font color='#f00'>ㄧㄚˋ</font><br/>• 參見「猰貐」條。<br/>
猱,<font color='#f00'>ㄋㄠˊ</font><br/>[名]<br/>• 動物名。猿屬。體矮小，尾金色，臂長柔軟，善攀緣而輕捷，上下如飛。楚人稱為「沐猴」。<br/>• 一種彈琴指法。彈琴時為使左手按音圓潤富有韻味，按指在弦上往復移動，使琴聲微顫。移動較小則顫音微細，稱為「吟」，移動較大則顫音顯著，稱為「猱」。這種指法多用於節奏徐緩之處，有飛猱、退猱、撞猱、長猱、細猱等。<br/>
猲,<font color='#f00'>ㄒㄧㄝ / ㄏㄜˋ</font><br/>[名]<br/>• 猲獢：一種短嘴的獵狗。<br/><font color='#f00'>ㄏㄜˋ</font><br/>[動]<br/>• 恐懼、害怕。<br/>• 威嚇、恐嚇。<br/>
猳,<font color='#f00'>ㄐㄧㄚ</font><br/>[名]<br/>• 猴子一類的動物。<br/>• 豬。<br/>
猴,<font color='#f00'>ㄏㄡˊ</font><br/>[名]<br/>• 動物名。脊椎動物門哺乳綱靈長目。與猿同屬，形似人，全身長毛，能站立，並用後腿走路。善攀援，行動矯捷靈活，喜群居生活。頰下有囊，可儲存食物，臀部有疣及短尾。<br/>[動]<br/>• 北平方言。指側身依偎、糾纏。<br/>• 像猴子般蹲坐著。<br/>[形]<br/>• 北平方言。指小孩頑皮、機靈。<br/>
猵,<font color='#f00'>ㄅㄧㄢ / ㄆㄧㄢˋ</font><br/>• 參見「猵獺」條。<br/><font color='#f00'>ㄆㄧㄢˋ</font><br/>• 參見「猵狙」條。<br/>
猶,<font color='#f00'>ㄧㄡˊ</font><br/>[名]<br/>• 一種野獸，似猴而性多疑。<br/>• 謀略。<br/>• 姓。如宋代有猶道明。<br/>[動]<br/>• 如同。<br/>[副]<br/>• 仍舊、還。<br/>• 尚且。<br/>
猷,<font color='#f00'>ㄧㄡˊ</font><br/>[名]<br/>• 謀略、計畫。<br/>• 道理、法則。<br/>• 姓。如漢代有猷康。<br/>[動]<br/>• 圖謀。<br/>[助]<br/>• 發語詞，無義。<br/>
猺,<font color='#f00'>ㄧㄠˊ</font><br/>[名]<br/>• 一種野獸。<br/>• 中國少數民族之一。多分布於大陸地區湖南、兩廣及雲南、四川、貴州等相鄰的大山窮谷之中。也作「傜族」、「瑤族」。<br/>
猻,<font color='#f00'>ㄙㄨㄣ</font><br/>• 參見「猢猻」條。<br/>
猼,<font color='#f00'>ㄅㄛˊ / ㄆㄠˊ</font><br/>[名]<br/>• 古時的一種狗。<br/>• 傳說中的野獸。<br/><font color='#f00'>ㄆㄠˊ</font><br/>• 參見「猼且」條。<br/>
猾,<font color='#f00'>ㄏㄨㄚˊ</font><br/>[動]<br/>• 擾亂。<br/>[形]<br/>• 奸詐不誠實。<br/>
猿,<font color='#f00'>ㄩㄢˊ</font><br/>[名]<br/>• 靈長目猿科動物的泛稱。與猴同類，惟頰下無囊，無尾，臀無堅皮。形似人，能坐能立，性聰慧，善於模倣，多生活於森林中。種類繁多，如長臂猿、黑猩猩等。<br/>
獃,<font color='#f00'>ㄉㄞ / ㄞˊ</font><br/>[形]<br/>• 痴愚。《儒林外史．第一三回》：「獃兄弟，這又沒主意了。」今作「呆」。<br/><font color='#f00'>ㄞˊ</font><br/>• (一)之又音。<br/>
獄,<font color='#f00'>ㄩˋ</font><br/>[名]<br/>• 監牢。<br/>• 訴訟案件。<br/>[動]<br/>• 訴訟、打官司。<br/>
獅,<font color='#f00'>ㄕ</font><br/>[名]<br/>• 動物名。哺乳綱食肉目貓科。身長約二、三公尺，頭圓肩闊，四肢強健，有鉤爪，尾細長，末端有長的毛叢。雄獅頭至頸部有鬣，雌獅體型較小，無鬣。以大型草食性動物為主食，多分布於印度及非洲一帶。<br/>
獉,<font color='#f00'>ㄓㄣ</font><br/>• 榛狉亦作獉狉。參見「榛狉」條。<br/>
獌,<font color='#f00'>ㄇㄢˋ / ㄨㄢˋ</font><br/>[名]<br/>• 古代的一種猛獸。<br/><font color='#f00'>ㄨㄢˋ</font><br/>• (一)之又音。<br/>
獍,<font color='#f00'>ㄐㄧㄥˋ</font><br/>[名]<br/>• 傳說中的惡獸，體型似虎豹，但較小，性格凶暴，一生出便會食其母獸。<br/>
獎,<font color='#f00'>ㄐㄧㄤˇ</font><br/>[名]<br/>• 為鼓勵或表揚而頒贈的榮譽或財物。<br/>• 彩金。<br/>[動]<br/>• 稱讚、表揚。與「懲」、「罰」相對。<br/>• 勸勉、鼓勵。<br/>• 輔助、幫助。<br/>
獏,<font color='#f00'>ㄇㄨˊ</font><br/>[名]<br/>• 古代一種野獸。<br/>
獐,<font color='#f00'>ㄓㄤ</font><br/>[名]<br/>• 動物名。哺乳綱偶蹄目。體形似鹿而較小，無角，毛粗長而呈褐色。性機警，善跳躍。肉可食，皮細軟，可制革為工業用品。<br/>
獑,<font color='#f00'>ㄔㄢˊ</font><br/>• 參見「獑胡」條。<br/>
獒,<font color='#f00'>ㄠˊ</font><br/>[名]<br/>• 動物名。哺乳類食肉目。上脣下垂，鼻端開闊，顎強，耳朵小，四肢短，尾長，體毛黃褐色，體型較一般犬為大。性情凶猛好鬥，可做為獵犬。<br/>
獕,<font color='#f00'>ㄘㄨㄟ</font><br/>• 參見「猥獕」條。<br/>
獗,<font color='#f00'>ㄐㄩㄝˊ</font><br/>• 參見「猖獗」條。<br/>
獝,<font color='#f00'>ㄒㄩˋ</font><br/>[形]<br/>• 鳥獸驚恐飛散的樣子。<br/>• 狂放。<br/>
獠,<font color='#f00'>ㄌㄧㄠˊ</font><br/>[動]<br/>• 夜間打獵。<br/>[名]<br/>• 罵人的話。指兇悍的人。<br/>[形]<br/>• 面貌凶惡。<br/>
獡,<font color='#f00'>ㄕㄨㄛˋ</font><br/>[形]<br/>• 驚怕的樣子。<br/>
獨,<font color='#f00'>ㄉㄨˊ</font><br/>[形]<br/>• 孤單的、單一的。<br/>[副]<br/>• 僅、但、唯、只。<br/>• 偏偏。<br/>• 一個人的。<br/>• 專斷、一意孤行。<br/>[名]<br/>• 老而無子。<br/>
獪,<font color='#f00'>ㄎㄨㄞˋ</font><br/>[形]<br/>• 奸詐狡猾。<br/>
獫,<font color='#f00'>ㄒㄧㄢˇ</font><br/>[名]<br/>• 一種長嘴的狗。<br/>
獬,<font color='#f00'>ㄒㄧㄝˋ</font><br/>• 參見「獬豸」條。<br/>
獮,<font color='#f00'>ㄒㄧㄢˇ</font><br/>[名]<br/>• 古代狩獵因四季之不同，而名稱各異，秋天稱為「獮」。<br/>[動]<br/>• 殺。<br/>
獯,<font color='#f00'>ㄒㄩㄣ</font><br/>• 參見「獯鬻」條。<br/>
獰,<font color='#f00'>ㄋㄧㄥˊ</font><br/>[形]<br/>• 凶惡、凶暴。<br/>• 凶猛。<br/>[動]<br/>• 怒吼、咆哮。<br/>
獲,<font color='#f00'>ㄏㄨㄛˋ / ㄏㄨㄞˊ</font><br/>[動]<br/>• 獵取、獵得。<br/>• 取得、得到。<br/>• 遭受、遭到。<br/>[名]<br/>• 獵物，打獵所得的東西。<br/>[副]<br/>• 能夠、可以。<br/><font color='#f00'>ㄏㄨㄞˊ</font><br/>• 參見「獲鹿縣」條。<br/>
獵,<font color='#f00'>ㄌㄧㄝˋ</font><br/>[動]<br/>• 追捕禽獸。<br/>• 探求、尋求。<br/>• 吹拂、掠過。<br/>• 踐踏。<br/>[形]<br/>• 打獵的。<br/>[狀]<br/>• 形容風聲。<br/>
獶,<font color='#f00'>ㄋㄠˊ</font><br/>[名]<br/>• 動物名。即獼猴。猿屬。體矮小，尾金色，臂長，善攀爬。<br/>
獷,<font color='#f00'>ㄍㄨㄤˇ</font><br/>[形]<br/>• 強悍、不馴服。<br/>
獸,<font color='#f00'>ㄕㄡˋ</font><br/>[名]<br/>• 總稱有四足而全身有毛的脊椎動物。<br/>[形]<br/>• 野蠻、不合禮法的。<br/>
獺,<font color='#f00'>ㄊㄚˋ / ㄊㄚˇ</font><br/>[名]<br/>• 動物名。哺乳動物綱食肉目。分水獺、海獺、旱獺三種。<br/><font color='#f00'>ㄊㄚˇ</font><br/>• (一)之又音。<br/>
獻,<font color='#f00'>ㄒㄧㄢˋ</font><br/>[動]<br/>• 奉上、進奉。<br/>• 表演。<br/>• 故意顯露、表現。<br/>[名]<br/>• 賢人、有才德的人。<br/>
獼,<font color='#f00'>ㄇㄧˊ</font><br/>• 參見「獼猴」條。<br/>
獾,<font color='#f00'>ㄏㄨㄢ</font><br/>[名]<br/>• 食肉目貂科動物的通稱。體形粗笨，扁頭，臉上有斑紋，毛多灰色。腿短，走路蹣跚，但前肢強勁有力，適於掘洞。通常於夜間活動，以昆蟲、鼠類、果實、鳥蛋等為食。有豬獾、狗獾、美洲獾等種類。<br/>
玀,<font color='#f00'>ㄌㄨㄛˊ</font><br/>• 參見「豬玀」條。<br/>
玁,<font color='#f00'>ㄒㄧㄢˇ</font><br/>• 參見「玁狁」條。<br/>
玃,<font color='#f00'>ㄐㄩㄝˊ</font><br/>[名]<br/>• 大母猴。<br/>
玄,<font color='#f00'>ㄒㄩㄢˊ</font><br/>[形]<br/>• 黑色的。<br/>• 深遠奧妙的。<br/>• 虛偽、不可靠的。<br/>[名]<br/>• 天。<br/>• 指魏晉玄學。參見「玄學」條。<br/>• 姓。如漢代有玄俗。<br/>• 二一四部首之一。<br/>
玅,• 「妙」的異體字。<br/>
率,<font color='#f00'>ㄕㄨㄞˋ / ㄌㄩˋ / ㄕㄨㄛˋ</font><br/>[名]<br/>• 榜樣。<br/>• 姓。如宋代有率子廉。<br/>[動]<br/>• 帶領。<br/>• 遵循。<br/>[形]<br/>• 輕浮、不細心。<br/>• 坦白、豪爽。<br/>[副]<br/>• 大約、通常。<br/><font color='#f00'>ㄌㄩˋ</font><br/>[名]<br/>• 比例中相比的數。<br/>• 準則、法度。<br/><font color='#f00'>ㄌㄩˋ</font><br/>[動]<br/>• 計算。<br/><font color='#f00'>ㄕㄨㄛˋ</font><br/>• 同「帥」(一)的讀音。<br/>
玈,<font color='#f00'>ㄌㄨˊ</font><br/>[形]<br/>• 黑色的。<br/>
玉,<font color='#f00'>ㄩˋ</font><br/>[名]<br/>• 質地溫潤堅硬而有光澤的美石，呈半透明狀，一般用作裝飾品或雕刻材料。<br/>• 二一四部首之一。<br/>[形]<br/>• 用玉做成的。<br/>• 潔白、美好。<br/>• 珍貴的、精美的。<br/>• 尊稱他人的身體或言行。<br/>[動]<br/>• 培養、鍛練。<br/>
王,<font color='#f00'>ㄨㄤˊ / ㄩˋ / ㄨㄤˋ</font><br/>[名]<br/>• 古代稱統治天下的君主。<br/>• 古代封建社會中地位在公侯之上的爵位。秦漢以後，天子的伯叔兄弟及異姓藩王均稱為「王」。<br/>• 泛稱同類中的首領。<br/>• 技藝超群的人。<br/>• 古代對祖父母輩的尊稱。參見「王父」、「王母」等條。<br/>• 姓。如宋代有王安石。<br/>[動]<br/>• 古代諸侯朝見天子。<br/>[形]<br/>• 大。參見「王虺」、「王鮪」等條。<br/><font color='#f00'>ㄩˋ</font><br/>• 同「玉」。<br/><font color='#f00'>ㄨㄤˋ</font><br/>[動]<br/>• 統治天下、稱王。<br/><font color='#f00'>ㄨㄤˋ</font><br/>[形]<br/>• 興盛、旺盛。<br/>
玍,<font color='#f00'>ㄍㄚˇ</font><br/>[形]<br/>• 性情乖僻。<br/>• 調皮。<br/>
玎,<font color='#f00'>ㄉㄧㄥ</font><br/>[狀]<br/>• 形容玉石相碰撞的聲音。<br/>
玓,<font color='#f00'>ㄉㄧˋ</font><br/>• 參見「玓瓅」條。<br/>
玕,<font color='#f00'>ㄍㄢ</font><br/>[名]<br/>• 似玉的美石。參見「琅玕」條。<br/>
玖,<font color='#f00'>ㄐㄧㄡˇ</font><br/>[名]<br/>• 比玉稍差的黑色美石。<br/>• 九的大寫。<br/>
玗,<font color='#f00'>ㄩˊ</font><br/>[名]<br/>• 像玉的美石。<br/>
玟,<font color='#f00'>ㄨㄣˊ / ㄇㄧㄣˊ</font><br/>[名]<br/>• 玉的紋理。<br/><font color='#f00'>ㄇㄧㄣˊ</font><br/>[名]<br/>• 美石。<br/>
玠,<font color='#f00'>ㄐㄧㄝˋ</font><br/>[名]<br/>• 大圭。<br/>
玢,<font color='#f00'>ㄅㄧㄣ</font><br/>[名]<br/>• 一種玉。<br/>[形]<br/>• 形容玉石美好的紋理。<br/>
玤,<font color='#f00'>ㄅㄤˋ</font><br/>[名]<br/>• 次於玉的美石。<br/>• 地名。春秋時虢地，在今大陸地區河南省澠池縣境。<br/>
玥,<font color='#f00'>ㄩㄝˋ</font><br/>[名]<br/>• 古代傳說中的神珠。<br/>
玦,<font color='#f00'>ㄐㄩㄝˊ</font><br/>[名]<br/>• 半環狀的玉佩。<br/>
玨,<font color='#f00'>ㄐㄩㄝˊ</font><br/>[名]<br/>• 兩塊玉合成的玉器。<br/>
玩,<font color='#f00'>ㄨㄢˋ / ㄨㄢˊ</font><br/>[動]<br/>• 用輕忽的態度來對待，多用於文言詞。<br/>• 欣賞、觀賞。<br/>• 研習。<br/>[名]<br/>• 可供玩賞的東西。<br/><font color='#f00'>ㄨㄢˊ</font><br/>[動]<br/>• 遊戲、嬉戲。<br/>• 把弄東西或做某種遊戲。<br/>• 耍弄、戲弄，多用於口語。<br/><font color='#f00'>ㄨㄢˊ</font><br/>[形]<br/>• 供人玩耍、遊戲的。<br/>
玫,<font color='#f00'>ㄇㄟˊ</font><br/>[名]<br/>• 美石。<br/>• 參見「玫瑰」條。<br/>
玭,<font color='#f00'>ㄆㄧㄣˊ / ㄆㄧˊ / ㄆㄧㄢˊ</font><br/>[名]<br/>• 蚌的別名。<br/>• 蚌珠、珍珠。<br/><font color='#f00'>ㄆㄧˊ</font><br/>• (一)之又音。<br/><font color='#f00'>ㄆㄧㄢˊ</font><br/>• (一)之又音。<br/>
