character,defination
乢,<big><font color='#f00' style='font-family: serif !important;'>gài</font></big><br>• ancient variant of 蓋|盖[gài]<br>• ancient variant of 丐[gài]<br>
乣,<font color='#f00'>ㄉㄧㄡ</font><br>• archaic variant of 糺[jiǔ]<br>
乤,<font color='#f00'>ㄒㄧㄚˋ</font><br>• first character in place name 乤浦 'Halpho' (Korean gugja)<br>
乧,<font color='#f00'>ㄉㄡˇ</font><br>• archaic Korean hanja pronounced dul, phonetic 斗 du plus 乙 ul<br>
乨,<big><font color='#f00' style='font-family: serif !important;'>shǐ</font></big><br>• archaic variant of 始[shǐ]<br>
乩,<font color='#f00'>ㄐㄧ</font><br>• to divine<br>
乪,<font color='#f00'>ㄋㄤˊ</font><br>• a bend in a river (Cantonese)<br>
乫,<font color='#f00'>ㄐㄧㄚ</font><br>• phonetic 'gal' used in place names (Korean gugja)<br>
乭,<font color='#f00'>ㄕˊ</font><br>• rock<br>• phonetic 'dol' used in names (Korean kugja)<br>
乳,<font color='#f00'>ㄖㄨˇ</font><br>• breast<br>• milk<br>
乴,<font color='#f00'>ㄒㄩㄝˊ</font><br>• to grasp<br>
乵,<font color='#f00'>ㄧㄢˇ</font><br>• archaic variant of 進|进[jìn]<br>
乷,<font color='#f00'>ㄕㄚ</font><br>• phonetic 'sal' (Korean gugja)<br>
乸,<font color='#f00'>ㄋㄚˇ</font><br>• feminine suffix (Cantonese)<br>• postfix indicating feminine<br>
乹,<big><font color='#f00' style='font-family: serif !important;'>qián</font></big><br>• old variant of 乾[qián]<br>
乹,<big><font color='#f00' style='font-family: serif !important;'>gān</font></big><br>• old variant of 乾|干[gān]<br>
乺,<font color='#f00'>ㄙㄨㄛˇ</font><br>• phonetic 'sol' used in place names (Korean gugja)<br>
乼,<font color='#f00'>ㄓㄨˋ</font><br>• rope (Korean gugja)<br>
乾,<font color='#f00'>ㄑㄧㄢˊ / ㄍㄢ</font><br>• one of the Eight Trigrams 八卦[bā guà], symbolizing heaven<br>• male principle<br>• ☰<br>• ancient Chinese compass point: 315° (northwest)<br>
乿,<big><font color='#f00' style='font-family: serif !important;'>luàn</font></big><br>• archaic variant of 亂|乱[luàn]<br>
乿,<big><font color='#f00' style='font-family: serif !important;'>zhì</font></big><br>• archaic variant of 治[zhì]<br>
亀,<big><font color='#f00' style='font-family: serif !important;'>guī</font></big><br>• old variant of 龜|龟[guī]<br>
亁,<big><font color='#f00' style='font-family: serif !important;'>qián</font></big><br>• variant of 乾[qián]<br>
亁,<big><font color='#f00' style='font-family: serif !important;'>gān</font></big><br>• variant of 乾|干[gān]<br>
亂,<font color='#f00'>ㄌㄨㄢˋ</font><br>• in confusion or disorder<br>• in a confused state of mind<br>• disorder<br>• upheaval<br>• riot<br>• illicit sexual relations<br>• to throw into disorder<br>• to mix up<br>• indiscriminate<br>• random<br>• arbitrary<br>
亃,<font color='#f00'>ㄌㄧㄣˊ</font><br>• mythical animal, said to have yellow body and white tail<br>
亄,<font color='#f00'>ㄧˋ</font><br>• covetous<br>• greedy<br>• stingy<br>
亅,<font color='#f00'>ㄐㄩㄝˊ</font><br>• 'vertical stroke with hook' radical in Chinese characters (Kangxi radical 6)<br>• see also 豎鉤|竖钩[shù gōu]<br>
了,<font color='#f00'>ㄌㄧㄠˇ / ˙ㄌㄜ</font><br>• (modal particle intensifying preceding clause)<br>• (completed action marker)<br>
亇,<big><font color='#f00' style='font-family: serif !important;'>gè</font></big><br>• variant of 個|个[gè]<br>
予,<font color='#f00'>ㄩˊ / ㄩˇ</font><br>• (archaic) I<br>• me<br>
亊,<font color='#f00'>ㄕˋ</font><br>• variant of 事[shì]<br>
事,<font color='#f00'>ㄕˋ</font><br>• matter<br>• thing<br>• item<br>• work<br>• affair<br>• CL:件[jiàn],樁|桩[zhuāng],回[huí]<br>
二,<font color='#f00'>ㄦˋ</font><br>• two<br>• 2<br>• (Beijing dialect) stupid<br>
亍,<font color='#f00'>ㄔㄨˋ</font><br>• step with the right foot<br>• see 彳亍[chì chù]<br>
于,<font color='#f00'>ㄩˊ / ㄒㄩ</font><br>• to go<br>• to take<br>• sentence-final interrogative particle<br>• variant of 於|于[yú]<br>
亐,<font color='#f00'>ㄩˊ</font><br>• archaic variant of 于[Yú]<br>
云,<font color='#f00'>ㄩㄣˊ</font><br>• (classical) to say<br>
互,<font color='#f00'>ㄏㄨˋ</font><br>• mutual<br>
亓,<font color='#f00'>ㄑㄧˊ</font><br>• his<br>• her<br>• its<br>• their<br>
五,<font color='#f00'>ㄨˇ</font><br>• five<br>• 5<br>
井,<font color='#f00'>ㄐㄧㄥˇ</font><br>• a well<br>• CL:口[kǒu]<br>• neat<br>• orderly<br>
亖,<font color='#f00'>ㄙˋ</font><br>• old variant of 四[sì]<br>
亙,<font color='#f00'>ㄍㄣˋ / ㄍㄥˋ</font><br>• extending all the way across<br>• running all the way through<br>
些,<font color='#f00'>ㄒㄧㄝ / ㄙㄨㄛˋ</font><br>• some<br>• few<br>• several<br>• measure word indicating a small amount or small number (greater than 1)<br>
亜,<big><font color='#f00' style='font-family: serif !important;'>yà</font></big><br>• Japanese variant of 亞|亚<br>
亝,<big><font color='#f00' style='font-family: serif !important;'>qí</font></big><br>• old variant of 齊|齐[qí]<br>
亝,<big><font color='#f00' style='font-family: serif !important;'>zhāi</font></big><br>• old variant of 齋|斋[zhāi]<br>
亞,<font color='#f00'>ㄧㄚˋ / ㄧㄚ / ㄧㄚˇ</font><br>• second<br>• next to<br>• inferior<br>• sub-<br>• Taiwan pr. [yǎ]<br>
亟,<font color='#f00'>ㄐㄧˊ / ㄑㄧˋ</font><br>• urgent<br>
亠,<font color='#f00'>ㄊㄡˊ</font><br>• 'lid' radical in Chinese characters (Kangxi radical 8)<br>
亡,<font color='#f00'>ㄨㄤˊ / ㄨˊ</font><br>• to die<br>• to lose<br>• to be gone<br>• to flee<br>• deceased<br>
亢,<font color='#f00'>ㄎㄤˋ / ㄍㄤ</font><br>• high<br>• overbearing<br>• excessive<br>
交,<font color='#f00'>ㄐㄧㄠ</font><br>• to hand over<br>• to deliver<br>• to pay (money)<br>• to turn over<br>• to make friends<br>• to intersect (lines)<br>• variant of 跤[jiāo]<br>
亥,<font color='#f00'>ㄏㄞˋ</font><br>• 12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar<br>• ancient Chinese compass point: 330°<br>
亦,<font color='#f00'>ㄧˋ</font><br>• also<br>
亨,<font color='#f00'>ㄏㄥ / ㄆㄥ / ㄏㄥˊ</font><br>• prosperous<br>• henry (unit of inductance)<br>
享,<font color='#f00'>ㄒㄧㄤˇ</font><br>• to enjoy<br>• to benefit<br>• to have the use of<br>
京,<font color='#f00'>ㄐㄧㄥ / ㄩㄢˊ</font><br>• capital city of a country<br>• big<br>• algebraic term for a large number (old)<br>• artificial mound (old)<br>
亭,<font color='#f00'>ㄊㄧㄥˊ</font><br>• pavilion<br>• booth<br>• kiosk<br>• erect<br>
亮,<font color='#f00'>ㄌㄧㄤˋ / ㄌㄧㄤˊ</font><br>• bright<br>• clear<br>• resonant<br>• to shine<br>• to show<br>• to reveal<br>
亯,<big><font color='#f00' style='font-family: serif !important;'>xiǎng</font></big><br>• old variant of 享[xiǎng]<br>
亱,<big><font color='#f00' style='font-family: serif !important;'>yè</font></big><br>• variant of 夜[yè]<br>
亳,<font color='#f00'>ㄅㄛˋ</font><br>• name of district in Anhui<br>• capital of Yin<br>
亶,<font color='#f00'>ㄉㄢˇ</font><br>• sincere<br>
亷,<big><font color='#f00' style='font-family: serif !important;'>lián</font></big><br>• old variant of 廉[lián]<br>
亹,<font color='#f00'>ㄨㄟˇ / ㄇㄣˊ</font><br>• mountain pass<br>• defile (archaic)<br>
人,<font color='#f00'>ㄖㄣˊ</font><br>• man<br>• person<br>• people<br>• CL:個|个[gè],位[wèi]<br>
亻,<big><font color='#f00' style='font-family: serif !important;'>rén</font></big><br>• 'person' radical in Chinese characters (Kangxi radical 9)<br>
亼,<font color='#f00'>ㄐㄧˊ</font><br>• variant of 集[jí]<br>
亽,<font color='#f00'>ㄐㄧˊ</font><br>• archaic variant of 亼[jí]<br>
亾,<big><font color='#f00' style='font-family: serif !important;'>wáng</font></big><br>• old variant of 亡[wáng]<br>
什,<font color='#f00'>ㄕˊ / ㄕㄜˊ / ㄕㄣˊ</font><br>• what<br>
仁,<font color='#f00'>ㄖㄣˊ</font><br>• humane<br>• kernel<br>
仂,<font color='#f00'>ㄌㄜˋ</font><br>• surplus<br>• tithe<br>
仃,<font color='#f00'>ㄉㄧㄥ</font><br>• alone<br>
仄,<font color='#f00'>ㄗㄜˋ</font><br>• to tilt<br>• narrow<br>• uneasy<br>• oblique tones (in Chinese poetry)<br>
仆,<font color='#f00'>ㄆㄨ / ㄈㄨˋ</font><br>• to fall forward<br>• to fall prostrate<br>
仇,<font color='#f00'>ㄔㄡˊ / ㄑㄧㄡˊ</font><br>• hatred<br>• animosity<br>• enmity<br>• foe<br>• enemy<br>• to feel animosity toward (the wealthy, foreigners etc)<br>
仈,<font color='#f00'>ㄅㄚ</font><br>• surname Ba<br>
仉,<font color='#f00'>ㄓㄤˇ</font><br>• surname Zhang<br>
今,<font color='#f00'>ㄐㄧㄣ</font><br>• today<br>• modern<br>• present<br>• current<br>• this<br>• now<br>
介,<font color='#f00'>ㄐㄧㄝˋ</font><br>• to introduce<br>• to lie between<br>• between<br>• shell<br>• armor<br>
仌,<big><font color='#f00' style='font-family: serif !important;'>bīng</font></big><br>• old variant of 冰[bīng]<br>
仍,<font color='#f00'>ㄖㄥˊ</font><br>• still<br>• yet<br>• to remain<br>
仏,<big><font color='#f00' style='font-family: serif !important;'>fó</font></big><br>• Japanese variant of 佛<br>
仔,<font color='#f00'>ㄗ / ㄗˇ / ㄗㄞˇ</font><br>• variant of 崽[zǎi]<br>
仕,<font color='#f00'>ㄕˋ</font><br>• to serve as an official<br>• an official<br>• the two chess pieces in Chinese chess guarding the 'general' or 'king' 將|将[jiàng]<br>
他,<font color='#f00'>ㄊㄚ / ㄊㄨㄛ</font><br>• he or him<br>• (used for either sex when the sex is unknown or unimportant)<br>• (used before sb's name for emphasis)<br>• (used as a meaningless mock object)<br>• other<br>• another<br>
仗,<font color='#f00'>ㄓㄤˋ</font><br>• weaponry<br>• to hold (a weapon)<br>• to wield<br>• to rely on<br>• to depend on<br>• war<br>• battle<br>
付,<font color='#f00'>ㄈㄨˋ</font><br>• to pay<br>• to hand over to<br>• classifier for pairs or sets of things<br>
仙,<font color='#f00'>ㄒㄧㄢ</font><br>• immortal<br>
仚,<font color='#f00'>ㄒㄧㄢ</font><br>• old variant of 仙[xiān]<br>
仝,<font color='#f00'>ㄊㄨㄥˊ</font><br>• (used in given names)<br>• variant of 同[tóng]<br>
仞,<font color='#f00'>ㄖㄣˋ</font><br>• (measure)<br>
仟,<font color='#f00'>ㄑㄧㄢ</font><br>• thousand (banker's anti-fraud numeral)<br>
仡,<font color='#f00'>ㄧˋ / ㄑㄧˋ</font><br>• strong<br>• brave<br>
代,<font color='#f00'>ㄉㄞˋ</font><br>• to substitute<br>• to act on behalf of others<br>• to replace<br>• generation<br>• dynasty<br>• age<br>• period<br>• (historical) era<br>• (geological) eon<br>
令,<font color='#f00'>ㄌㄧㄥˋ</font><br>• see 脊令[jí líng]<br>
以,<font color='#f00'>ㄧˇ</font><br>• to use<br>• by means of<br>• according to<br>• in order to<br>• because of<br>• at (a certain date or place)<br>
仨,<font color='#f00'>ㄙㄚ</font><br>• three (colloquial equivalent of 三個|三个)<br>
仫,<font color='#f00'>ㄇㄨˋ</font><br>• name of tribe<br>• see 仫佬族[Mù lǎo zú], Mulao ethnic group of Guangxi<br>
仰,<font color='#f00'>ㄧㄤˇ</font><br>• to face upward<br>• to look up<br>• to admire<br>• to rely on<br>
仲,<font color='#f00'>ㄓㄨㄥˋ</font><br>• second month of a season<br>• middle<br>• intermediate<br>• second amongst brothers<br>
仳,<font color='#f00'>ㄆㄧˇ</font><br>• to part<br>
仵,<font color='#f00'>ㄨˇ</font><br>• equal<br>• well-matched<br>• to violate<br>
件,<font color='#f00'>ㄐㄧㄢˋ</font><br>• item<br>• component<br>• classifier for events, things, clothes etc<br>
任,<font color='#f00'>ㄖㄣˋ / ㄖㄣˊ</font><br>• to assign<br>• to appoint<br>• to take up a post<br>• office<br>• responsibility<br>• to let<br>• to allow<br>• to give free rein to<br>• no matter (how, what etc)<br>• classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友)<br>
份,<font color='#f00'>ㄈㄣˋ / ㄅㄧㄣ</font><br>• classifier for gifts, newspaper, magazine, papers, reports, contracts etc<br>• variant of 分[fèn]<br>
仿,<font color='#f00'>ㄈㄤˇ</font><br>• to imitate<br>• to copy<br>
伀,<font color='#f00'>ㄓㄨㄥ</font><br>• restless<br>• agitated<br>
企,<font color='#f00'>ㄑㄧˋ</font><br>• to plan a project<br>• to stand on tiptoe<br>• Taiwan pr. [qì]<br>• abbr. for 企業|企业[qǐ yè]<br>
伄,<font color='#f00'>ㄉㄧㄠˋ</font><br>• see 伄儅[diào dāng]<br>
伇,<font color='#f00'>ㄧˋ</font><br>• old variant of 役[yì]<br>
伈,<font color='#f00'>ㄒㄧㄣˇ</font><br>• nervous<br>• fearful<br>
伉,<font color='#f00'>ㄎㄤˋ</font><br>• spouse<br>• big and tall<br>• strong<br>• robust<br>• upright and outspoken<br>
伊,<font color='#f00'>ㄧ</font><br>• he<br>• she<br>
伋,<font color='#f00'>ㄐㄧˊ</font><br>• unreal<br>
伍,<font color='#f00'>ㄨˇ</font><br>• squad of five soldiers<br>• to associate with<br>• five (banker's anti-fraud numeral)<br>
伎,<font color='#f00'>ㄐㄧˋ</font><br>• artistry<br>• talent<br>• skill<br>• (in ancient times) female entertainer<br>
伏,<font color='#f00'>ㄈㄨˊ</font><br>• to lean over<br>• to fall (go down)<br>• to hide (in ambush)<br>• to conceal oneself<br>• to lie low<br>• hottest days of summer<br>• to submit<br>• to concede defeat<br>• to overcome<br>• to subdue<br>• volt<br>
伐,<font color='#f00'>ㄈㄚ / ㄈㄚˊ</font><br>• to cut down<br>• to fell<br>• to dispatch an expedition against<br>• to attack<br>• to boast<br>• Taiwan pr. [fā]<br>
休,<font color='#f00'>ㄒㄧㄡ / ㄒㄧㄡˇ / ㄒㄩˇ</font><br>• to rest<br>• to stop doing sth for a period of time<br>• to cease<br>• (imperative) don't<br>
伕,<font color='#f00'>ㄈㄨ</font><br>• variant of 夫[fū]<br>
伙,<font color='#f00'>ㄏㄨㄛˇ</font><br>• meals (abbr. for 伙食[huǒ shí])<br>• variant of 夥|伙[huǒ]<br>
伜,<big><font color='#f00' style='font-family: serif !important;'>cuì</font></big><br>• variant of 倅[cuì]<br>
伝,<font color='#f00'>ㄩㄣˊ</font><br>• to summon<br>• to propagate<br>• to transmit<br>
伢,<font color='#f00'>ㄧㄚˊ</font><br>• (dialect) child<br>
伩,<font color='#f00'>ㄒㄧㄣˋ</font><br>• variant of 信[xìn] (originally meant as part of the second round of simplified Chinese characters)<br>
伯,<font color='#f00'>ㄅㄛˊ / ㄅㄚˋ / ㄅㄞˇ</font><br>• father's elder brother<br>• senior<br>
估,<font color='#f00'>ㄍㄨ / ㄍㄨˋ / ㄍㄨˇ</font><br>• estimate<br>
